country,year,attack type,target industry,financial loss (in million $),number of affected users,security vulnerability type,defense mechanism used,incident resolution time (in hours),data breach in gb,severity_kmeans,country_encoded,attack type_encoded,target industry_encoded,security vulnerability type_encoded,defense mechanism used_encoded,severity_kmeans_encoded
germany,2019,phishing,it,14.77,491791.0,zero day,encryption,37.0,55.2,Low,53.41150070126228,50.854168128888176,50.97536605796616,50.73063247408982,50.98364175977653,15.9447700770077
australia,2016,phishing,healthcare,53.81,279874.0,unpatched software,ai based detection,66.0,111.54,Medium,52.26311760612387,50.854168128888176,50.03413125590179,50.39994936708861,50.74505869797225,48.46779490529065
france,2019,malware,it,71.94,502006.5,unpatched software,antivirus,43.0,2428.17,High,49.647629427792914,49.52314083921895,50.97536605796616,50.39994936708861,51.08555063478004,69.99341233766233
uk,2023,ddos,it,68.86,749700.0,zero day,ai based detection,35.0,12.3,High,50.7941619047619,52.0362353858145,50.97536605796616,50.73063247408982,50.74505869797225,69.99341233766233
uk,2022,phishing,government,51.41,722445.0,weak passwords,firewall,10.0,10.17,Medium,50.7941619047619,50.854168128888176,52.12430513595166,50.6939484857062,50.07604240282686,48.46779490529065
usa,2020,ransomware,government,84.13,695841.0,zero day,ai based detection,37.0,17.6,Critical,51.606640173410405,50.373152852977924,52.12430513595166,50.73063247408982,50.74505869797225,89.91338255033557
usa,2020,sql injection,government,40.95,803757.0,social engineering,antivirus,37.0,57.3,Medium,51.606640173410405,50.24415149006622,52.12430513595166,51.27242457487658,51.08555063478004,48.46779490529065
japan,2022,phishing,it,20.16,174510.0,zero day,antivirus,60.0,4.1,Low,50.60352348993288,50.854168128888176,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
germany,2020,sql injection,retail,11.51,857660.0,zero day,vpn,37.0,56.46,Low,53.41150070126228,50.24415149006622,50.93712900096993,50.73063247408982,50.51369003690037,15.9447700770077
uk,2020,sql injection,banking,47.67,729265.0,zero day,firewall,37.0,692.51,Medium,50.7941619047619,50.24415149006622,51.34587037037037,50.73063247408982,50.07604240282686,48.46779490529065
india,2023,phishing,retail,38.89,836604.0,unpatched software,antivirus,44.0,68.52,Medium,48.44036096256684,50.854168128888176,50.93712900096993,50.39994936708861,51.08555063478004,48.46779490529065
uk,2020,malware,government,91.69,885843.0,zero day,antivirus,46.0,55.2,Critical,50.7941619047619,49.52314083921895,52.12430513595166,50.73063247408982,51.08555063478004,89.91338255033557
france,2015,man-in-the-middle,education,17.94,808798.0,social engineering,encryption,60.0,21.6,Low,49.647629427792914,51.405620172648796,48.46954841946814,51.27242457487658,50.98364175977653,15.9447700770077
russia,2018,man-in-the-middle,telecommunications,30.5,401208.0,unpatched software,antivirus,37.0,210.14,Low,50.27492296918767,51.405620172648796,51.06955882352941,50.39994936708861,51.08555063478004,15.9447700770077
japan,2021,ransomware,healthcare,77.33,380970.0,weak passwords,encryption,44.0,15.82,High,50.60352348993288,50.373152852977924,50.03413125590179,50.6939484857062,50.98364175977653,69.99341233766233
usa,2021,phishing,healthcare,70.03,248437.0,social engineering,encryption,70.0,870.96,High,51.606640173410405,50.854168128888176,50.03413125590179,51.27242457487658,50.98364175977653,69.99341233766233
australia,2024,phishing,it,66.49,502006.5,weak passwords,ai based detection,37.0,992.31,High,52.26311760612387,50.854168128888176,50.97536605796616,50.6939484857062,50.74505869797225,69.99341233766233
japan,2018,malware,education,51.41,656250.0,zero day,firewall,67.0,80.25,Medium,50.60352348993288,49.52314083921895,48.46954841946814,50.73063247408982,50.07604240282686,48.46779490529065
india,2020,ransomware,healthcare,10.46,32616.0,zero day,firewall,63.0,55.2,Low,48.44036096256684,50.373152852977924,50.03413125590179,50.73063247408982,50.07604240282686,15.9447700770077
australia,2017,phishing,healthcare,39.3,290846.0,zero day,firewall,37.0,55.2,Medium,52.26311760612387,50.854168128888176,50.03413125590179,50.73063247408982,50.07604240282686,48.46779490529065
uk,2023,ddos,banking,51.41,557428.0,unpatched software,vpn,37.0,282.08,Medium,50.7941619047619,52.0362353858145,51.34587037037037,50.39994936708861,50.51369003690037,48.46779490529065
japan,2015,ddos,it,51.41,182440.0,zero day,firewall,8.0,55.2,Medium,50.60352348993288,52.0362353858145,50.97536605796616,50.73063247408982,50.07604240282686,48.46779490529065
australia,2021,ddos,government,51.41,292383.0,zero day,encryption,71.0,24.78,Medium,52.26311760612387,52.0362353858145,52.12430513595166,50.73063247408982,50.98364175977653,48.46779490529065
france,2020,ddos,government,86.82,99728.0,zero day,antivirus,37.0,7.51,Critical,49.647629427792914,52.0362353858145,52.12430513595166,50.73063247408982,51.08555063478004,89.91338255033557
usa,2015,ddos,it,66.39,365006.0,weak passwords,antivirus,47.0,100.85,High,51.606640173410405,52.0362353858145,50.97536605796616,50.6939484857062,51.08555063478004,69.99341233766233
russia,2019,ransomware,telecommunications,61.11,605427.0,zero day,encryption,33.0,148.4,High,50.27492296918767,50.373152852977924,51.06955882352941,50.73063247408982,50.98364175977653,69.99341233766233
usa,2022,malware,it,7.65,502006.5,unpatched software,antivirus,11.0,7.21,Low,51.606640173410405,49.52314083921895,50.97536605796616,50.39994936708861,51.08555063478004,15.9447700770077
uk,2016,ransomware,retail,9.82,610968.0,unpatched software,antivirus,26.0,27.58,Low,50.7941619047619,50.373152852977924,50.93712900096993,50.39994936708861,51.08555063478004,15.9447700770077
china,2020,phishing,it,67.28,413150.0,zero day,firewall,37.0,7.24,High,49.59663946587538,50.854168128888176,50.97536605796616,50.73063247408982,50.07604240282686,69.99341233766233
usa,2017,malware,it,13.14,502006.5,social engineering,antivirus,35.0,14.18,Low,51.606640173410405,49.52314083921895,50.97536605796616,51.27242457487658,51.08555063478004,15.9447700770077
australia,2016,man-in-the-middle,it,84.46,94162.0,weak passwords,firewall,15.0,124.78,Critical,52.26311760612387,51.405620172648796,50.97536605796616,50.6939484857062,50.07604240282686,89.91338255033557
france,2023,phishing,it,9.43,565002.0,unpatched software,firewall,72.0,18.17,Low,49.647629427792914,50.854168128888176,50.97536605796616,50.39994936708861,50.07604240282686,15.9447700770077
france,2017,phishing,retail,90.69,275185.0,zero day,encryption,20.0,34.77,Critical,49.647629427792914,50.854168128888176,50.93712900096993,50.73063247408982,50.98364175977653,89.91338255033557
uk,2021,ddos,retail,37.47,476758.0,unpatched software,ai based detection,19.0,55.2,Medium,50.7941619047619,52.0362353858145,50.93712900096993,50.39994936708861,50.74505869797225,48.46779490529065
usa,2020,phishing,banking,7.2,312607.0,weak passwords,antivirus,24.0,72.28,Low,51.606640173410405,50.854168128888176,51.34587037037037,50.6939484857062,51.08555063478004,15.9447700770077
russia,2020,phishing,banking,94.15,963192.0,weak passwords,vpn,7.0,51.09,Critical,50.27492296918767,50.854168128888176,51.34587037037037,50.6939484857062,50.51369003690037,89.91338255033557
australia,2015,malware,healthcare,42.15,680874.0,zero day,antivirus,37.0,55.2,Medium,52.26311760612387,49.52314083921895,50.03413125590179,50.73063247408982,51.08555063478004,48.46779490529065
uk,2018,ddos,it,51.41,904770.0,social engineering,antivirus,37.0,41.12,Medium,50.7941619047619,52.0362353858145,50.97536605796616,51.27242457487658,51.08555063478004,48.46779490529065
usa,2022,sql injection,it,51.41,502006.5,weak passwords,antivirus,6.0,71.55,Medium,51.606640173410405,50.24415149006622,50.97536605796616,50.6939484857062,51.08555063478004,48.46779490529065
usa,2018,ransomware,it,51.71,858128.0,social engineering,antivirus,35.0,16.08,Medium,51.606640173410405,50.373152852977924,50.97536605796616,51.27242457487658,51.08555063478004,48.46779490529065
china,2021,malware,education,42.26,615849.0,unpatched software,encryption,44.0,5.96,Medium,49.59663946587538,49.52314083921895,48.46954841946814,50.39994936708861,50.98364175977653,48.46779490529065
uk,2019,phishing,it,99.45,467349.0,zero day,firewall,44.0,819.23,Critical,50.7941619047619,50.854168128888176,50.97536605796616,50.73063247408982,50.07604240282686,89.91338255033557
uk,2021,sql injection,retail,51.41,502006.5,weak passwords,encryption,28.0,21.12,Medium,50.7941619047619,50.24415149006622,50.93712900096993,50.6939484857062,50.98364175977653,48.46779490529065
uk,2017,sql injection,it,5.05,823606.0,zero day,encryption,25.0,55.2,Low,50.7941619047619,50.24415149006622,50.97536605796616,50.73063247408982,50.98364175977653,15.9447700770077
china,2020,sql injection,it,89.38,923489.0,unpatched software,firewall,66.0,248.7,Critical,49.59663946587538,50.24415149006622,50.97536605796616,50.39994936708861,50.07604240282686,89.91338255033557
usa,2024,phishing,it,58.57,630793.0,social engineering,ai based detection,64.0,10000.0,Medium,51.606640173410405,50.854168128888176,50.97536605796616,51.27242457487658,50.74505869797225,48.46779490529065
france,2020,sql injection,education,51.41,502006.5,zero day,vpn,54.0,8.44,Medium,49.647629427792914,50.24415149006622,48.46954841946814,50.73063247408982,50.51369003690037,48.46779490529065
uk,2020,phishing,government,79.79,502006.5,weak passwords,firewall,37.0,107.2,High,50.7941619047619,50.854168128888176,52.12430513595166,50.6939484857062,50.07604240282686,69.99341233766233
uk,2020,phishing,banking,90.5,42278.0,weak passwords,ai based detection,45.0,18.89,Critical,50.7941619047619,50.854168128888176,51.34587037037037,50.6939484857062,50.74505869797225,89.91338255033557
germany,2020,phishing,it,2.1,176471.0,zero day,vpn,9.0,24.33,Low,53.41150070126228,50.854168128888176,50.97536605796616,50.73063247408982,50.51369003690037,15.9447700770077
japan,2023,phishing,government,87.8,510002.0,zero day,firewall,62.0,55.2,Critical,50.60352348993288,50.854168128888176,52.12430513595166,50.73063247408982,50.07604240282686,89.91338255033557
uk,2015,malware,it,82.45,502006.5,zero day,encryption,37.0,51.32,Critical,50.7941619047619,49.52314083921895,50.97536605796616,50.73063247408982,50.98364175977653,89.91338255033557
india,2016,phishing,it,51.41,537670.0,unpatched software,encryption,55.0,5.98,Medium,48.44036096256684,50.854168128888176,50.97536605796616,50.39994936708861,50.98364175977653,48.46779490529065
russia,2022,malware,banking,39.62,850339.0,social engineering,firewall,50.0,225.93,Medium,50.27492296918767,49.52314083921895,51.34587037037037,51.27242457487658,50.07604240282686,48.46779490529065
japan,2021,phishing,government,35.46,502006.5,zero day,firewall,10.0,59.29,Medium,50.60352348993288,50.854168128888176,52.12430513595166,50.73063247408982,50.07604240282686,48.46779490529065
uk,2020,malware,government,10.62,502006.5,unpatched software,ai based detection,5.0,102.89,Low,50.7941619047619,49.52314083921895,52.12430513595166,50.39994936708861,50.74505869797225,15.9447700770077
uk,2022,ddos,it,80.76,346279.0,zero day,encryption,59.0,55.2,Critical,50.7941619047619,52.0362353858145,50.97536605796616,50.73063247408982,50.98364175977653,89.91338255033557
brazil,2016,ddos,telecommunications,10.45,889928.0,zero day,encryption,63.0,31.48,Low,51.0463731245923,52.0362353858145,51.06955882352941,50.73063247408982,50.98364175977653,15.9447700770077
france,2020,sql injection,healthcare,0.95,376206.0,unpatched software,antivirus,37.0,84.04,Low,49.647629427792914,50.24415149006622,50.03413125590179,50.39994936708861,51.08555063478004,15.9447700770077
india,2018,phishing,it,51.41,227433.0,unpatched software,antivirus,13.0,9.53,Medium,48.44036096256684,50.854168128888176,50.97536605796616,50.39994936708861,51.08555063478004,48.46779490529065
germany,2023,ransomware,healthcare,54.79,393779.0,weak passwords,encryption,39.0,55.2,Medium,53.41150070126228,50.373152852977924,50.03413125590179,50.6939484857062,50.98364175977653,48.46779490529065
russia,2022,ransomware,it,41.08,502006.5,unpatched software,ai based detection,37.0,15.04,Medium,50.27492296918767,50.373152852977924,50.97536605796616,50.39994936708861,50.74505869797225,48.46779490529065
brazil,2024,man-in-the-middle,education,8.94,451311.0,weak passwords,encryption,14.0,14.36,Low,51.0463731245923,51.405620172648796,48.46954841946814,50.6939484857062,50.98364175977653,15.9447700770077
india,2017,ransomware,education,51.41,677198.0,social engineering,vpn,28.0,2.31,Medium,48.44036096256684,50.373152852977924,48.46954841946814,51.27242457487658,50.51369003690037,48.46779490529065
russia,2020,man-in-the-middle,healthcare,9.4,502006.5,unpatched software,encryption,59.0,55.2,Low,50.27492296918767,51.405620172648796,50.03413125590179,50.39994936708861,50.98364175977653,15.9447700770077
australia,2015,ransomware,telecommunications,46.39,605536.0,zero day,vpn,61.0,19.5,Medium,52.26311760612387,50.373152852977924,51.06955882352941,50.73063247408982,50.51369003690037,48.46779490529065
brazil,2018,ransomware,banking,30.61,910960.0,social engineering,antivirus,31.0,312.64,Low,51.0463731245923,50.373152852977924,51.34587037037037,51.27242457487658,51.08555063478004,15.9447700770077
china,2018,ransomware,banking,51.41,386308.0,weak passwords,antivirus,3.0,271.29,Medium,49.59663946587538,50.373152852977924,51.34587037037037,50.6939484857062,51.08555063478004,48.46779490529065
australia,2017,man-in-the-middle,banking,51.41,100855.0,social engineering,vpn,37.0,7.93,Medium,52.26311760612387,51.405620172648796,51.34587037037037,51.27242457487658,50.51369003690037,48.46779490529065
china,2020,malware,it,51.41,317922.0,social engineering,antivirus,18.0,10.67,Medium,49.59663946587538,49.52314083921895,50.97536605796616,51.27242457487658,51.08555063478004,48.46779490529065
usa,2018,phishing,it,82.13,502006.5,weak passwords,firewall,37.0,2542.12,Critical,51.606640173410405,50.854168128888176,50.97536605796616,50.6939484857062,50.07604240282686,89.91338255033557
india,2020,ransomware,telecommunications,24.7,825941.0,zero day,vpn,54.0,754.75,Low,48.44036096256684,50.373152852977924,51.06955882352941,50.73063247408982,50.51369003690037,15.9447700770077
china,2022,malware,it,60.9,331234.0,social engineering,antivirus,3.0,52.08,High,49.59663946587538,49.52314083921895,50.97536605796616,51.27242457487658,51.08555063478004,69.99341233766233
uk,2020,phishing,telecommunications,14.61,855055.0,zero day,antivirus,59.0,80.32,Low,50.7941619047619,50.854168128888176,51.06955882352941,50.73063247408982,51.08555063478004,15.9447700770077
japan,2022,ddos,telecommunications,34.31,502006.5,unpatched software,firewall,40.0,21.19,Medium,50.60352348993288,52.0362353858145,51.06955882352941,50.39994936708861,50.07604240282686,48.46779490529065
japan,2020,phishing,government,32.39,442923.0,social engineering,encryption,57.0,55.2,Medium,50.60352348993288,50.854168128888176,52.12430513595166,51.27242457487658,50.98364175977653,48.46779490529065
uk,2015,ransomware,banking,79.3,893277.0,social engineering,firewall,15.0,18.62,High,50.7941619047619,50.373152852977924,51.34587037037037,51.27242457487658,50.07604240282686,69.99341233766233
china,2020,phishing,healthcare,51.41,240532.0,weak passwords,antivirus,64.0,55.2,Medium,49.59663946587538,50.854168128888176,50.03413125590179,50.6939484857062,51.08555063478004,48.46779490529065
usa,2016,ddos,healthcare,93.14,947960.0,weak passwords,firewall,37.0,7.52,Critical,51.606640173410405,52.0362353858145,50.03413125590179,50.6939484857062,50.07604240282686,89.91338255033557
uk,2020,malware,healthcare,52.87,502006.5,zero day,antivirus,30.0,55.2,Medium,50.7941619047619,49.52314083921895,50.03413125590179,50.73063247408982,51.08555063478004,48.46779490529065
china,2020,malware,it,29.61,761390.0,weak passwords,antivirus,7.0,10.01,Low,49.59663946587538,49.52314083921895,50.97536605796616,50.6939484857062,51.08555063478004,15.9447700770077
france,2019,phishing,retail,51.41,998507.0,weak passwords,ai based detection,15.0,49.36,Medium,49.647629427792914,50.854168128888176,50.93712900096993,50.6939484857062,50.74505869797225,48.46779490529065
uk,2017,ddos,retail,82.17,593329.0,unpatched software,ai based detection,37.0,10.89,Critical,50.7941619047619,52.0362353858145,50.93712900096993,50.39994936708861,50.74505869797225,89.91338255033557
uk,2019,phishing,banking,60.07,197590.0,zero day,encryption,62.0,55.2,High,50.7941619047619,50.854168128888176,51.34587037037037,50.73063247408982,50.98364175977653,69.99341233766233
japan,2017,ransomware,banking,50.75,53111.0,social engineering,antivirus,15.0,196.32,Medium,50.60352348993288,50.373152852977924,51.34587037037037,51.27242457487658,51.08555063478004,48.46779490529065
australia,2017,phishing,it,14.88,69641.0,zero day,firewall,54.0,79.14,Low,52.26311760612387,50.854168128888176,50.97536605796616,50.73063247408982,50.07604240282686,15.9447700770077
germany,2022,ddos,it,73.98,953770.0,weak passwords,firewall,37.0,55.2,High,53.41150070126228,52.0362353858145,50.97536605796616,50.6939484857062,50.07604240282686,69.99341233766233
japan,2023,sql injection,retail,42.33,502006.5,weak passwords,vpn,37.0,204.07,Medium,50.60352348993288,50.24415149006622,50.93712900096993,50.6939484857062,50.51369003690037,48.46779490529065
brazil,2022,man-in-the-middle,it,77.98,899279.0,zero day,firewall,39.0,55.2,High,51.0463731245923,51.405620172648796,50.97536605796616,50.73063247408982,50.07604240282686,69.99341233766233
india,2016,ransomware,education,51.41,857887.0,social engineering,firewall,44.0,478.11,Medium,48.44036096256684,50.373152852977924,48.46954841946814,51.27242457487658,50.07604240282686,48.46779490529065
russia,2016,phishing,government,30.57,503775.0,zero day,vpn,37.0,27.39,Low,50.27492296918767,50.854168128888176,52.12430513595166,50.73063247408982,50.51369003690037,15.9447700770077
uk,2020,sql injection,it,36.98,452892.0,zero day,vpn,17.0,28.66,Medium,50.7941619047619,50.24415149006622,50.97536605796616,50.73063247408982,50.51369003690037,48.46779490529065
russia,2018,ransomware,healthcare,24.06,502006.5,unpatched software,ai based detection,6.0,7.75,Low,50.27492296918767,50.373152852977924,50.03413125590179,50.39994936708861,50.74505869797225,15.9447700770077
australia,2020,ransomware,it,50.66,851204.0,zero day,antivirus,3.0,28.69,Medium,52.26311760612387,50.373152852977924,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
uk,2020,man-in-the-middle,it,79.27,923309.0,unpatched software,firewall,29.0,232.1,High,50.7941619047619,51.405620172648796,50.97536605796616,50.39994936708861,50.07604240282686,69.99341233766233
brazil,2023,phishing,banking,51.41,151590.0,zero day,antivirus,37.0,383.75,Medium,51.0463731245923,50.854168128888176,51.34587037037037,50.73063247408982,51.08555063478004,48.46779490529065
uk,2022,phishing,education,21.01,502006.5,unpatched software,antivirus,8.0,55.2,Low,50.7941619047619,50.854168128888176,48.46954841946814,50.39994936708861,51.08555063478004,15.9447700770077
japan,2015,ransomware,retail,95.38,502006.5,weak passwords,vpn,65.0,3.7,Critical,50.60352348993288,50.373152852977924,50.93712900096993,50.6939484857062,50.51369003690037,89.91338255033557
germany,2022,phishing,banking,14.79,407151.0,zero day,antivirus,37.0,55.2,Low,53.41150070126228,50.854168128888176,51.34587037037037,50.73063247408982,51.08555063478004,15.9447700770077
brazil,2023,phishing,it,45.97,502006.5,social engineering,ai based detection,37.0,3.46,Medium,51.0463731245923,50.854168128888176,50.97536605796616,51.27242457487658,50.74505869797225,48.46779490529065
brazil,2019,phishing,government,76.39,311908.0,weak passwords,antivirus,37.0,210.01,High,51.0463731245923,50.854168128888176,52.12430513595166,50.6939484857062,51.08555063478004,69.99341233766233
china,2018,phishing,banking,68.55,59979.0,zero day,firewall,41.0,31.45,High,49.59663946587538,50.854168128888176,51.34587037037037,50.73063247408982,50.07604240282686,69.99341233766233
japan,2019,malware,it,9.86,233545.0,zero day,antivirus,55.0,156.62,Low,50.60352348993288,49.52314083921895,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
uk,2020,phishing,it,89.85,502006.5,zero day,vpn,33.0,7.4,Critical,50.7941619047619,50.854168128888176,50.97536605796616,50.73063247408982,50.51369003690037,89.91338255033557
russia,2024,sql injection,healthcare,51.41,502006.5,unpatched software,antivirus,31.0,316.32,Medium,50.27492296918767,50.24415149006622,50.03413125590179,50.39994936708861,51.08555063478004,48.46779490529065
india,2022,phishing,it,12.08,502006.5,zero day,antivirus,3.0,6.07,Low,48.44036096256684,50.854168128888176,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
india,2020,phishing,education,39.72,512850.0,zero day,antivirus,15.0,20.03,Medium,48.44036096256684,50.854168128888176,48.46954841946814,50.73063247408982,51.08555063478004,48.46779490529065
china,2023,man-in-the-middle,telecommunications,37.73,849834.0,zero day,ai based detection,56.0,12.22,Medium,49.59663946587538,51.405620172648796,51.06955882352941,50.73063247408982,50.74505869797225,48.46779490529065
brazil,2022,phishing,retail,78.03,660707.0,unpatched software,firewall,11.0,3.93,High,51.0463731245923,50.854168128888176,50.93712900096993,50.39994936708861,50.07604240282686,69.99341233766233
usa,2021,ransomware,education,6.77,697935.0,social engineering,ai based detection,16.0,62.92,Low,51.606640173410405,50.373152852977924,48.46954841946814,51.27242457487658,50.74505869797225,15.9447700770077
uk,2019,phishing,it,71.92,502006.5,zero day,ai based detection,8.0,819.86,High,50.7941619047619,50.854168128888176,50.97536605796616,50.73063247408982,50.74505869797225,69.99341233766233
uk,2020,ransomware,it,51.41,239343.0,zero day,vpn,63.0,2982.02,Medium,50.7941619047619,50.373152852977924,50.97536605796616,50.73063247408982,50.51369003690037,48.46779490529065
uk,2023,phishing,retail,90.04,143728.0,zero day,ai based detection,37.0,63.16,Critical,50.7941619047619,50.854168128888176,50.93712900096993,50.73063247408982,50.74505869797225,89.91338255033557
usa,2020,phishing,retail,99.64,464717.0,weak passwords,vpn,27.0,55.2,Critical,51.606640173410405,50.854168128888176,50.93712900096993,50.6939484857062,50.51369003690037,89.91338255033557
uk,2020,sql injection,education,1.25,351063.0,weak passwords,firewall,56.0,55.2,Low,50.7941619047619,50.24415149006622,48.46954841946814,50.6939484857062,50.07604240282686,15.9447700770077
australia,2015,phishing,it,13.96,479025.0,zero day,antivirus,54.0,115.39,Low,52.26311760612387,50.854168128888176,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
germany,2021,ddos,it,1.62,823004.0,zero day,encryption,22.0,32.68,Low,53.41150070126228,52.0362353858145,50.97536605796616,50.73063247408982,50.98364175977653,15.9447700770077
russia,2020,ddos,it,18.47,502006.5,weak passwords,antivirus,27.0,73.16,Low,50.27492296918767,52.0362353858145,50.97536605796616,50.6939484857062,51.08555063478004,15.9447700770077
france,2020,phishing,telecommunications,51.41,96640.0,social engineering,antivirus,60.0,122.27,Medium,49.647629427792914,50.854168128888176,51.06955882352941,51.27242457487658,51.08555063478004,48.46779490529065
uk,2024,phishing,education,19.5,325634.0,weak passwords,firewall,5.0,22.93,Low,50.7941619047619,50.854168128888176,48.46954841946814,50.6939484857062,50.07604240282686,15.9447700770077
france,2023,sql injection,government,29.63,662667.0,zero day,vpn,30.0,48.61,Low,49.647629427792914,50.24415149006622,52.12430513595166,50.73063247408982,50.51369003690037,15.9447700770077
usa,2020,phishing,it,51.41,502006.5,zero day,vpn,18.0,55.2,Medium,51.606640173410405,50.854168128888176,50.97536605796616,50.73063247408982,50.51369003690037,48.46779490529065
russia,2017,phishing,it,3.2,982243.0,zero day,encryption,6.0,55.2,Low,50.27492296918767,50.854168128888176,50.97536605796616,50.73063247408982,50.98364175977653,15.9447700770077
japan,2020,sql injection,government,51.41,950425.0,social engineering,antivirus,54.0,11.03,Medium,50.60352348993288,50.24415149006622,52.12430513595166,51.27242457487658,51.08555063478004,48.46779490529065
brazil,2020,phishing,education,80.5,279808.0,social engineering,antivirus,60.0,50.54,Critical,51.0463731245923,50.854168128888176,48.46954841946814,51.27242457487658,51.08555063478004,89.91338255033557
india,2024,sql injection,telecommunications,71.2,190099.0,zero day,ai based detection,15.0,961.03,High,48.44036096256684,50.24415149006622,51.06955882352941,50.73063247408982,50.74505869797225,69.99341233766233
uk,2019,malware,government,12.04,713035.0,social engineering,ai based detection,59.0,312.96,Low,50.7941619047619,49.52314083921895,52.12430513595166,51.27242457487658,50.74505869797225,15.9447700770077
australia,2016,malware,retail,29.05,817347.0,weak passwords,antivirus,68.0,413.13,Low,52.26311760612387,49.52314083921895,50.93712900096993,50.6939484857062,51.08555063478004,15.9447700770077
germany,2020,ransomware,healthcare,28.18,707214.0,weak passwords,ai based detection,11.0,56.64,Low,53.41150070126228,50.373152852977924,50.03413125590179,50.6939484857062,50.74505869797225,15.9447700770077
uk,2016,phishing,retail,39.26,668780.0,zero day,firewall,33.0,88.37,Medium,50.7941619047619,50.854168128888176,50.93712900096993,50.73063247408982,50.07604240282686,48.46779490529065
uk,2020,ddos,telecommunications,57.21,609196.0,social engineering,vpn,4.0,245.51,Medium,50.7941619047619,52.0362353858145,51.06955882352941,51.27242457487658,50.51369003690037,48.46779490529065
usa,2020,phishing,it,51.41,980367.0,unpatched software,firewall,3.0,567.01,Medium,51.606640173410405,50.854168128888176,50.97536605796616,50.39994936708861,50.07604240282686,48.46779490529065
russia,2020,phishing,it,84.1,502006.5,unpatched software,encryption,47.0,2.92,Critical,50.27492296918767,50.854168128888176,50.97536605796616,50.39994936708861,50.98364175977653,89.91338255033557
france,2020,ddos,healthcare,51.41,502006.5,weak passwords,encryption,14.0,7.59,Medium,49.647629427792914,52.0362353858145,50.03413125590179,50.6939484857062,50.98364175977653,48.46779490529065
russia,2015,man-in-the-middle,government,51.41,713342.0,weak passwords,encryption,36.0,389.23,Medium,50.27492296918767,51.405620172648796,52.12430513595166,50.6939484857062,50.98364175977653,48.46779490529065
uk,2019,ddos,it,80.68,19007.0,unpatched software,vpn,37.0,36.04,Critical,50.7941619047619,52.0362353858145,50.97536605796616,50.39994936708861,50.51369003690037,89.91338255033557
uk,2022,ransomware,government,86.56,502006.5,zero day,vpn,37.0,55.2,Critical,50.7941619047619,50.373152852977924,52.12430513595166,50.73063247408982,50.51369003690037,89.91338255033557
uk,2017,phishing,government,51.41,726887.0,zero day,firewall,13.0,55.2,Medium,50.7941619047619,50.854168128888176,52.12430513595166,50.73063247408982,50.07604240282686,48.46779490529065
russia,2021,ddos,it,78.76,130413.0,social engineering,encryption,66.0,23.75,High,50.27492296918767,52.0362353858145,50.97536605796616,51.27242457487658,50.98364175977653,69.99341233766233
germany,2017,malware,banking,97.68,906914.0,zero day,ai based detection,15.0,6.66,Critical,53.41150070126228,49.52314083921895,51.34587037037037,50.73063247408982,50.74505869797225,89.91338255033557
china,2020,ransomware,it,14.94,557218.0,zero day,firewall,70.0,1257.2,Low,49.59663946587538,50.373152852977924,50.97536605796616,50.73063247408982,50.07604240282686,15.9447700770077
russia,2018,sql injection,banking,59.29,380543.0,zero day,vpn,26.0,52.79,Medium,50.27492296918767,50.24415149006622,51.34587037037037,50.73063247408982,50.51369003690037,48.46779490529065
uk,2022,malware,retail,39.55,502006.5,zero day,vpn,2.0,55.2,Medium,50.7941619047619,49.52314083921895,50.93712900096993,50.73063247408982,50.51369003690037,48.46779490529065
uk,2018,phishing,it,14.04,803086.0,social engineering,vpn,23.0,131.91,Low,50.7941619047619,50.854168128888176,50.97536605796616,51.27242457487658,50.51369003690037,15.9447700770077
china,2024,man-in-the-middle,it,63.79,195858.0,zero day,antivirus,1.0,231.25,High,49.59663946587538,51.405620172648796,50.97536605796616,50.73063247408982,51.08555063478004,69.99341233766233
uk,2019,malware,banking,51.41,358371.0,zero day,ai based detection,30.0,225.62,Medium,50.7941619047619,49.52314083921895,51.34587037037037,50.73063247408982,50.74505869797225,48.46779490529065
australia,2019,phishing,retail,9.12,212267.0,zero day,antivirus,14.0,273.26,Low,52.26311760612387,50.854168128888176,50.93712900096993,50.73063247408982,51.08555063478004,15.9447700770077
uk,2021,man-in-the-middle,healthcare,52.04,757744.0,zero day,antivirus,43.0,21.19,Medium,50.7941619047619,51.405620172648796,50.03413125590179,50.73063247408982,51.08555063478004,48.46779490529065
japan,2017,phishing,retail,59.13,747705.0,unpatched software,vpn,47.0,55.2,Medium,50.60352348993288,50.854168128888176,50.93712900096993,50.39994936708861,50.51369003690037,48.46779490529065
usa,2020,phishing,telecommunications,51.41,996651.0,weak passwords,antivirus,37.0,173.04,Medium,51.606640173410405,50.854168128888176,51.06955882352941,50.6939484857062,51.08555063478004,48.46779490529065
uk,2020,ransomware,government,52.78,281905.0,social engineering,antivirus,37.0,24.75,Medium,50.7941619047619,50.373152852977924,52.12430513595166,51.27242457487658,51.08555063478004,48.46779490529065
